keyword,links,count
Taafe,6873,1
Teachers Surveyors,6873,1
Early Nineteenth Centuries,6873,1
Douglas Hall,6873,1
Sz,6873,1
Higman Table,6873,1
Passage Fort,6873,1
Neal Se,6873,1
Surrey,6873,1
Kingston Common Council Minutes,6873,1
Cabinetmakers,6873,1
Laborers,6873,1
Orlando Patterson,6873,1
Apri,6873,1
Currency Percentage Kingston,6873,1
Kee,6873,1
Geographical,6873,1
Historical Review,6873,1
Clan,6873,1
Social History Project,6873,1
Frank Wesley Pitman,6873,1
Thousands,6873,1
MacGibbon,6873,1
Thus Falmouth,6873,1
Economy,"6864,6873",2
Distribution of Occupations,6873,1
Kingston Boat Journals,6873,1
Frank Pitman,6873,1
Octagon Books,6873,1
Late Eighteenth,6873,1
An Atlantic Silver Entrepot,6873,1
Having,6873,1
Rudimentary,6873,1
Boston New York Sector Governmental,6873,1
Mititary,6873,1
Coachmakers,6873,1
From To From Annotto Bay Black River To From To From,6873,1
Naula Zahedieh,6873,1
Black River Wharf Alligator Pond Whart Km Miles,6873,1
The Jamaican Censuses,6873,1
Murphy Guadalupe Jiménez Codinach The,6873,1
Les Cayes Appendix,6873,1
McAdam,6873,1
Patey,6873,1
Journal of Caribbean History,6873,1
King Street,6873,1
Most of Manchester,6873,1
Indicates,6873,1
Philip Wri,6873,1
Vere,6873,1
The Middle Passage,"6873,6878",2
Silversmiths,6873,1
David Buisseret,6873,1
Tween Jamaica,6873,1
Eugene,6873,1
Problems,6873,1
British Slave Trade,6873,1
Old Harbour Bay Rio Bueno Annotto Bay Green Island Buff Bay Sources,6873,1
But Savanna Ja Mar,6873,1
Wiegend,6873,1
Dyewoods Hides Coffee,6873,1
Henderson,6873,1
Saltgut,6873,1
Crown Mick,6873,1
Historical Society,6873,1
CgA,6873,1
Master,6873,1
Staymakers,6873,1
Weigend,6873,1
The Fall of the Planter Class,6873,1
Section,6873,1
Shipwrights,6873,1
Furniture,"6873,6876",2
Western Hemisphere,"6873,6878",2
Latin American Studies,6873,1
Gisela Eisner,6873,1
Yale University Publications,6873,1
Georgian,6873,1
Morrill,6873,1
Ox,6873,1
Grand Marronage,6873,1
Seaports,6873,1
Unclassified,6873,1
Hair,6873,1
Higman Jamaica,6873,1
Caribbean Universities Press,6873,1
Buchanan,6873,1
Caribbean Regional Identity,6873,1
Blue Mountains,6873,1
Paul,6873,1
Manchester Source,6873,1
Jamaican Port Towns De,6873,1
Hammond,6873,1
Hinterlands,"6873,6878",2
Ireland Canada,6873,1
Maroons,6873,1
Fishmongers,6873,1
Some,6873,1
Butchery,6873,1
Boatmen Other,6873,1
The Atlantic Slave Trade,"6873,6843,6878",3
Ate,6873,1
Elim,6873,1
Claypole,6873,1
Th of British America,6873,1
Proprietorship,"6873,6878",2
Shipbuilding,6873,1
Trelawny,6873,1
Calculated,6873,1
Mary Karasch,6873,1
Census Maron Food,6873,1
Old Harbour Bay St,6873,1
Artists,6873,1
West India Trade,6873,1
Sime,6873,1
Sterling Percentage,6873,1
Excise Archives,6873,1
Exploring Jamaica,6873,1
Ann’s Bay Falmouth,6873,1
Ragatz,6873,1
Russell,6873,1
Distillers,6873,1
Edward Brathwaite,6873,1
Banas David Geggus,6873,1
Almanack,6873,1
Anmaicastoshinesl,6873,1
Druggists,6873,1
Patterns,6873,1
Kingston Great Britain,6873,1
Merchants of Port Royal,6873,1
Fe,6873,1
An Economic History of the British West Indies,6873,1
Colin,6873,1
Ending September,6873,1
Port Maria Su Black River St,6873,1
Spanish Contraband Trade,6873,1
Ded,6873,1
Drogging Bonds,6873,1
Company»,6873,1
Statistical Account,6873,1
Structure of Kingston Jurors Census Government,6873,1
Gould,6873,1
Anthropology,6873,1
Alexander Evans,6873,1
Founders,6873,1
Lime,6873,1
Hill Plantation,6873,1
Jewellers,6873,1
Guggenheim Fellow,6843,1
University of Ottawa,6843,1
British French,6843,1
Luxus,6843,1
The Image,6843,1
Harold Innes,6843,1
British Ideas,6843,1
Action,6843,1
Magistrates,6843,1
Vigorous Spirit of Enterprise,6843,1
Origins of the American Revolution,6843,1
José Maria Arquedas,6843,1
Werner Sombart,6843,1
When,"6843,6878",2
PérotinDumon,6843,1
My,6843,1
Iya,6843,1
MacArthur Prize Fellowship,6843,1
James Robertson Prize,6843,1
Mf la Inj,6843,1
Buffon,6843,1
Venice,6843,1
SaintPierre,6843,1
Wine Islands,6843,1
Ontological Fabulation,6843,1
Castro Klaren,6843,1
The Urban Crucible,6843,1
Jockey Club,6843,1
Huaman Poma,6843,1
Two Jamaicas,6843,1
Thirteen Colonies,6843,1
BasseTerre,6843,1
Havana'where Dr.,6843,1
Sate,6843,1
Norfolk—were,6843,1
East India,6843,1
Hudson’s Bay,6843,1
Politics,6843,1
Leipzig,6843,1
Grande Terre,6843,1
American Atlantic,6843,1
Herbert Baxter Adams Professor of History,6843,1
Forster,6843,1
Sieg,6843,1
Mediterranean,"6881,6892,6897,6843,6907",5
Iberian Catholic,6843,1
Lance Grahn,6843,1
Dittman,6843,1
Luxury,6843,1
Point Pitre,6843,1
Stockholm,6843,1
Pre Colonial Africa,6843,1
Buenos Aires—was,6843,1
Point a Pitre—fully,6843,1
Professor of Latin American History,6843,1
Itis,6843,1
Kapitalismus,6843,1
Monnaie,6843,1
Chesapeake,"6843,6902",2
For Guadeloupe,6843,1
Professor of Spanish,6843,1
Conversely,6843,1
Gary Nash,6843,1
Boston Tea Party,6843,1
Pointe Pitre,6843,1
Copenhagen,6843,1
Genoa,6843,1
Naples,6843,1
From,"6843,6875",2
Contribution a Uhistoire,6843,1
Saint Pierre de Martinique,6843,1
Moscow,6843,1
Thomas Doerflinger,6843,1
Escritura,6843,1
Summation,6843,1
Commune de Viellevigne,6843,1
At Cartagena,6843,1
Levant,6843,1
Chief of the Hispanic Division of the Library of Congress,6843,1
British Isles,6843,1
Ibero American,6843,1
Professor of Modern History,6843,1
Coastal,6843,1
Few,6843,1
Credit,6843,1
Towards Cortazar’s Theory of Literature,6843,1
Le Cap,6843,1
West Indies,"6843,6878",2
Saint Eustatius,6843,1
Yet,"6843,6876",2
Gufidus,6843,1
Protestant,"6843,6902",2
Bourbon Chile,6843,1
Reform,6843,1
Revolutionary Philadelphia,6843,1
Citoyen,6843,1
Susan Socolow,6843,1
Antilles,6843,1
By,"6843,6875",2
Following,6843,1
There,"6843,6878",2
Michigan,6843,1
Salvador,"6866,6843,6860,6854",4
Political Consciousness,6843,1
Arbor,"6843,6878",2
The American Panorama of Atlantic Port Cities Jacob,6843,1
The American Role,6843,1
Economic Change,6843,1
The House of Saulx Tavanes,6843,1
President of the American Historical Association,6843,1
Briel,6843,1
Landlords,6843,1
Economie,6843,1
Ex President of the Association of Caribbean Historians,6843,1
Russell Wood Jacob,6843,1
Space of Purity,6843,1
Alps,6843,1
Shea Acts of Trade,6843,1
Roberto,6875,1
Year Population,6875,1
Sevilla,6875,1
Buewhos Aires,6875,1
Upper Pert,6875,1
Sou’ Atlantic,6875,1
Solar,6875,1
Campatta de Buenos Aires,6875,1
Cee,6875,1
Time of Independence,6875,1
Basque,6875,1
Crédito,6875,1
End of the Eighteenth Century,6875,1
Tipografica Editora Argentina,6875,1
Barragan Colonia de Chascomus Magdalena Otra Banda Matanza Santo Domingo Soriano,6875,1
The Merchants of Buenos Autres,6875,1
Boletin del Instituto de Historia Argentina,6875,1
Correspondencia,6875,1
Regional Differentiation,6875,1
Plata—,6875,1
An Example,6875,1
Entrerrios Arrecifes,6875,1
Lujan,6875,1
Map,6875,1
Bureaucrats,6875,1
Compafila Sud Americana de Billetes de Banco,6875,1
Industrial,6875,1
Corrientes,6875,1
Guba,6875,1
Hinterland Table,6875,1
The British Slave Trade,6875,1
Atlantic Port,"6856,6875",2
Galicia,6875,1
Indians,"6881,6875,6878",3
Before,6875,1
Archivo General de la Nacién Argentina,6875,1
Continental,6875,1
Andes,6875,1
Social Hisotry,6875,1
Colonial Buenos Aires,6875,1
General de Indias,6875,1
Cordoba,6875,1
San Isidro,6875,1
Agriculture Laborers Unemployed Servants Adult,6875,1
Guillermo Céspedes del Castillo,6875,1
University of Ilinois Press,6875,1
Slaves,"6875,6839,6885",3
Padrén,6875,1
Buenos Aires Siglos,6875,1
Ricardo Luis Molinari,6875,1
Colonia do Sacramento,6875,1
Located,6875,1
Groups Census List Census List Carpenters Shoemakers Hairdressers Mason Tailor Barber Baker Silversmith St Butcher Brickmaker Blacksmith Shipwright Carter Cattle,6875,1
Hispanoaméricanos,6875,1
La Magdalena,6875,1
Pilar de los Ranchos,6875,1
Padrones de la Ciudad,6875,1
Salto,6875,1
Socioeconomic History of Argentina,6875,1
Years,6875,1
Alto Peru,6875,1
Navarro,6875,1
Chuquisaca,6875,1
Concolorcorvo,6875,1
Rosario,6875,1
Mesopotamian,6875,1
Picturesque Illustrations of Buenos Aires,6875,1
Lawyers,6875,1
Oat,6875,1
Blinn Reber,6875,1
Pergamino,6875,1
Jeanne Chase,6875,1
Maria Dolores,6875,1
Hispania,6875,1
See,"6875,6876,6878",3
David,6875,1
Consumers,6875,1
Late Eighteenth Century Buenos Aires,6875,1
Buenos Aires Annual Growth Rate,6875,1
Junio,6875,1
Ensenada de Barragan,6875,1
Family,"6875,6876",2
Sanod,6875,1
Editorial El Ateneo,6875,1
Louisa Hoberman,6875,1
Rio de la Plata Susan,6875,1
Twenty,6875,1
Riachuelo,6875,1
Both,"6875,6878",2
Una,6875,1
Jose Luis Moreno,6875,1
Arroyo del Medio,6875,1
Potos‘,6875,1
River Plata Region,6875,1
Guayleguay,6875,1
Paraguay Parand,6875,1
AenBrup,6875,1
Space,6875,1
Santa Fé Buenos Aires,6875,1
Arroyos,6875,1
Potosi,6875,1
Noth American Cities Boston’ Philadelphia,6875,1
Cérdoba,6875,1
Sectoral Analysis of the Population of Buenos Aires,6875,1
Tands,6875,1
Adare,6875,1
Moneda,6875,1
San Miguel de Tucurnén,6875,1
Professor Price,6875,1
Spatial Structure,6875,1
Retailers,6875,1
Military,6875,1
Revista de Historia de America,6875,1
En Oe,6875,1
Jong,6875,1
Almaden,6875,1
Matanza River,6875,1
Catalonia,6875,1
Tucuman,6875,1
Palmer,6875,1
Number Percentage Number Percentage Government,6875,1
Santiago del Estero,6875,1
Building,6875,1
Hispanic American Historica Review,6875,1
Lobos,6875,1
Human Cargoes,6875,1
Areco,6875,1
Viscayan,6875,1
Racial Limits of Guild Solidarity,6875,1
Impact of Racial Discrimination,6875,1
Campana de Buenos Aires,6875,1
Clergy,6875,1
University of New Mexico Press,"6875,6878",2
Within,6875,1
Tecpel,6875,1
Preceding Year,6875,1
Montevideo Parana Paraguay,6875,1
Spanish South America,6875,1
Gran Chaco,6875,1
Compafiia Sud Americana de Billetes de Banco,6875,1
Buenos Aires—the,6875,1
Tus Carlos Garavaglia,6875,1
Vidal,6875,1
Sante Fé,6875,1
Anuario,6875,1
Philadelphia®,6875,1
Panama Lima,6875,1
Revised Sectoral Analysis,6875,1
Food,6875,1
Documentos,"6875,6876",2
Hinterland This,6875,1
Comparable,6875,1
We,6875,1
Philadelphia’ Buenos Aires Buenos Aires Government,6875,1
Compaiiia Sud Americana de Billetes de Banco,6875,1
Buenos Airesthese,6875,1
Black Artisans,6875,1
Textile Leather,6875,1
River Plate Region,6875,1
Industry,6875,1
Universidad de Buenos Aires,6875,1
Miguel Angel Rosal,6875,1
La Rigia,6875,1
University Microfilms,6875,1
Oruro,6875,1
Transport,6875,1
Rio Tercero,6875,1
Colonial Latin America,6875,1
Salta,6875,1
Evolucién,6875,1
Bueno Aires,6875,1
Ameriques,6875,1
Compaiiia SudAmericana de Billetes de Banco,6875,1
Jujuy,6875,1
Territorio,6875,1
Eighteenth Century Susan,6875,1
Sciences Sociales,6875,1
Casa de Contrataciébn,6875,1
Rojas,6875,1
Susan Migden Socolow,"6875,6878",2
Landowners,6875,1
Rio Salado,6875,1
Uruguay,6875,1
Again,"6875,6876",2
Service des Publications de I'Ecole des Hautes Etudes,6875,1
Virreinato de Rio de la Plata,6875,1
Comercio Libre,6875,1
San Luis,6875,1
South American,"6875,6876",2
Lyman,"6875,6878",2
Cachabamba,6875,1
Desarrollo Econémico,6875,1
Social Fabric,6875,1
Jorge Comandran Ruiz,6875,1
Numbers,6875,1
Many,6875,1
Furniture Misc,6875,1
But Buenos Aires,6875,1
Viceroyalty of Rio de la Plata,6875,1
Universdiad de Buenos Aires,6875,1
Mendoza,6875,1
Founded,6875,1
Nacional del Litoral,6875,1
Contratacién,6876,1
Cartagena—clandestine,6876,1
Lieutenant José Paz,6876,1
Jorge de Vilalonga,6876,1
That Extensive Continent,6876,1
Joseph Gutierrez de Rubalcava,6876,1
Low,6876,1
Virreynato del Nuevo Reine de Granada,6876,1
Its Problems,6876,1
Occupations Total,6876,1
Duque de Montemar Papers,6876,1
Marquessates of Santa Coa,6876,1
Banco de la Republica,6876,1
Tecnoldgica,6876,1
Patitio a Andrés de Pez,6876,1
Marston,6876,1
Englis',6876,1
Andean Highlands of New Granada,6876,1
José Crespo Ortiz,6876,1
Nicols,6876,1
Biblioteca Banco Popular,6876,1
Auditor,6876,1
Ww Lance’,6876,1
Antonio de Salas,6876,1
José Ignacio Pombo,6876,1
Bosa Herrazo,6876,1
Concise History of the Spanish America,6876,1
Sergeant Major Lazaro de Herrera,6876,1
Nomenclator Ba,6876,1
Governor Antonio Salas,6876,1
Royal College of San Carlos,6876,1
Oficiales Reales de Cartagena,6876,1
Subsequent,6876,1
Spanish Cities,6876,1
Biblioteca Colombiana de Cultura Popular,6876,1
Undaunted,6876,1
English America,6876,1
Valdez,6876,1
English a After,6876,1
José Raimundo Sojo,6876,1
Virrey Manuel Antonio Flores a José de Galvez,6876,1
Storekeepers,6876,1
Certificacién de Fajardo,6876,1
Ynglater,6876,1
Pasteliliog Caribe,6876,1
Compendio,6876,1
Socially,6876,1
Lyman Johnson,6876,1
William Frederick Sharp,6876,1
Cartagenait Cartagena,6876,1
Ibaiiez,6876,1
Pedro de Hordenafia,6876,1
Anglo Caribbean,6876,1
Tuan,6876,1
Barnes,6876,1
Juan de Santa Gertrudis,6876,1
Household,6876,1
Marquises of Santa Coa,6876,1
Cuna Indians,6876,1
Getsemani®,6876,1
Lieutenant General Blas de Lezo,6876,1
Mompéx,6876,1
Christopher Galvein,6876,1
Occupational San Santo Percenta Sebastian Toribio Sent,6876,1
Hispanic America,6876,1
Torre Hoyos—and,6876,1
Fil,6876,1
Donaldo Bossa Herrazo,6876,1
Essex,6876,1
Gutierrez’de Rubalcava,6876,1
Utilizing,6876,1
Count of Santa Cruz de la Torre,6876,1
Manuel Flores,6876,1
Fidalgo Lezo,6876,1
Edward Vernon,6876,1
State University of New York,"6876,6878",2
Its Hinterland Table,6876,1
Comisario de la Escuadra Guardacosta,6876,1
Archivo Nacional de Colombia,6876,1
Jamaica—which,6876,1
Barbers,"6876,6887",2
Knowing,6876,1
Marcella Litle,6876,1
Mompés,6876,1
Francis Hosier,6876,1
Ibid,6876,1
Conflictos,6876,1
Medical,6876,1
Buen Retiro,6876,1
Torrenueva a Lezo,6876,1
Messia de la Cerda,6876,1
Fortifications Pasacaballos Bara Cafio Santa Ana Map,6876,1
Castillo San Felipe de Barajas,6876,1
Cédiz,6876,1
Contadurfa,6876,1
Library,6876,1
Tratado,6876,1
Auto del Governador Antonio Salas,6876,1
Turbaco,6876,1
Tolu,6876,1
Growth of American Px,6876,1
Voyage,6876,1
Prices,6876,1
Essays,"6876,6878",2
Rey,6876,1
Nuevo Reino de Granada,6876,1
New Granada Registry Year Merchantmen Galleons Mail Ship Warship NeW,6876,1
People,6876,1
José Nicolas de a Rosa,6876,1
Maria Angeles Eugenio Martinez,6876,1
Hawkins,6876,1
Pennsylvanian,6876,1
Cartagena°,6876,1
Marquis of Santa Coa,6876,1
Marqués de Torrenueva,6876,1
Oficina Real de Nicolas Rodriguez Franco,6876,1
John Paris,6876,1
Brittany,6876,1
Kingdom of Peru®,6876,1
El,6876,1
Ghter,6876,1
Intendente de la Marina de Indias,6876,1
Linda Greenow,6876,1
San Pedro Martir Bocachica,6876,1
Relaciones,6876,1
Governador Diego Tabares,6876,1
La Camara de Comercio,6876,1
Descripcién de las Indias Ocidentales,6876,1
Bustamente,6876,1
Dousdebes,6876,1
Tofu,6876,1
Cog,6876,1
Ministerio de Educacién Nacional,6876,1
Universidad Nacional de Colombia,6876,1
Borbones,6876,1
Fifty,6876,1
Carlos Valencia Editores,6876,1
New York°,6876,1
Nuevo Reino de Granda,6876,1
Republica de la Nueva Granada,6876,1
Santa Cruz Manzanillo Tierra Bomba,6876,1
Lethaitre,6876,1
Archbishop Antonio Caballero,6876,1
Pensamientos,6876,1
Provinces,6876,1
Gabriel Porras Troconis,6876,1
Foundation of Colonial Towns,6876,1
Cartagena Cartagena,6876,1
Santo Toribio,6876,1
Francisco Perez de Vargas,6876,1
Government,6876,1
Maravilla,6876,1
Vonage,6876,1
Secretario del Despacho Universal,6876,1
Governor Vera,6876,1
Juan de Vera,6876,1
Bautista de Mier,6876,1
Libro,6876,1
Carpenters,6876,1
Urrutia,6876,1
Diego de Peredo,6876,1
Quill,6876,1
Divulgacién Econémica,6876,1
Teniente General,6876,1
Audiencia de Santa Fé,6876,1
Baron de Pointis,6876,1
Posada,6876,1
Tres,6876,1
Instituto de Cultura Puertorriquei San Felipe de Barajas La Popa,6876,1
Cinta Mf,6876,1
Géngora,6876,1
Alternative Solutions,6876,1
Dyers,"6876,6878",2
Barranquilla,6876,1
Governor Fidalgo,6876,1
Francisco de Varas,6876,1
Empresa Nacional de Publicaciones,6876,1
Cuervo,6876,1
Cartagens,6876,1
Manuel de Guirior,6876,1
Paltz,6876,1
Noticia,"6876,6878",2
Taking,6876,1
Only,6876,1
Lemos,6876,1
English Jamaica,6876,1
Manuscript Department,6876,1
Certificacion del Guardamayor José de Aguila,6876,1
Mompds,6876,1
Universidad Pedagdégica,6876,1
Juan Manuel Zapatero,6876,1
Havana°,6876,1
Theodore Nichols,6876,1
Pedro Fermin de Vargas,6876,1
Marqués de Ensenada,6876,1
Geography,6876,1
Ediciones Atlas,6876,1
Ediciones Tercer Mundo,6876,1
Allan,6876,1
Indias Occidentales,6876,1
Mompédx,6876,1
Consulta del Consejo de Indias,6876,1
New Pal,6876,1
Viceroy Francisco Gil,6876,1
Rafael de Escobar,6876,1
Bartolomé Tienda de Curevo,6876,1
San Sebastian®,6876,1
Syracuse University Dept,6876,1
Martin Cotes,6876,1
McFarlaneComercio,6876,1
Estudio,6876,1
José Maria Restrepo Saenz,6876,1
Canoal,6876,1
Fuastino Fajardo,6876,1
Contaduria,6876,1
Adentro—had,6876,1
George Fryer,6876,1
Francisco Baloco Leigrave,6876,1
Antonio de Herrera,6876,1
Juan de Puerto Rico,6876,1
Diccionario,6876,1
The Council of the Indies,6876,1
William Laird Clowes,6876,1
Relacidn,6876,1
Sampson,6876,1
Microgeographic Analysis of Cartagena,6876,1
Garcia de Luna,6876,1
Leyva,6876,1
The Tierra Firme,6876,1
Anglo American,6876,1
Antonio de Alcedo,6876,1
War of the Spanish Succession,6876,1
SpanishAmerican,6876,1
Jean Baptiste Ducasse,6876,1
Austin,"6876,6878",2
Domingo Ignacio Camarillo,6876,1
Loba,6876,1
Biblioteca de Autores Espafoles,6876,1
Rich,6876,1
By Cartagena,6876,1
War of Jenkins’ Ear,6876,1
Santa Fe,6876,1
Stephen Fortune,6876,1
Over,"6876,6902",2
Santa Catalina,6876,1
The Royal Navy,6876,1
Substantiating,6876,1
Explicacion,6876,1
Quintana,6876,1
Moinpés,6876,1
Houston,6876,1
Some Problems,6876,1
Isthmus of Panama,6876,1
Teason,6876,1
Audiencia of Santa Fé,6876,1
Sarabia—a,6876,1
Francisco de Menses,6876,1
Boquilla,6876,1
Temas,6876,1
Gilbert,6876,1
Earliest Times,6876,1
Toward,6876,1
Ciénaga de Tasca,6876,1
Seccién Colonia,6876,1
Mario Arrubla,6876,1
Inspiring,6876,1
Royal Customs House,6876,1
Gobernador de Cartagena,6876,1
Plan of the English Commerce,6876,1
Royal Guinea Company,6876,1
Imprenta Nacional,6876,1
Palacios Preciada,6876,1
Manuel Salvador de Cuesta,6876,1
Estado del Virreinato de Santa Fé,6876,1
South America Describing,6876,1
Sal Service,6876,1
Editorial Bolivar,6876,1
Robinson,6876,1
Its Hinterland Most,6876,1
Dawsons of Pall Mall,6876,1
William Taylor,6876,1
Memorias,"6876,6878",2
NorthAmerica,6876,1
Juan José Nieto,6876,1
Bustamante,6876,1
Thesaurus,6876,1
Pefias Galindo,6876,1
Unclassified Total,6876,1
Lezo a Torrenueva,6876,1
Royal Treasury,"6876,6878",2
Present,6876,1
Emphasizing,6876,1
Its Hinterland Idol Table,6876,1
Geografia,6876,1
Eslava a Campillo,6876,1
Tesorero,6876,1
David Ernesto Penas Galindo,6876,1
Gabriel de Mendinueta a Patifio,6876,1
Boletin,6876,1
Auto de José Ysequilla,6876,1
Spanish Caribbean,6876,1
Instituto Colombiano de Cultura,6876,1
Suporte,6876,1
Virrey Francisco Gil,6876,1
The Analysis of Eighteenth Century Spanish American Cities,6876,1
Jorge Palacios Preciado,6876,1
Instituto de Cultura Puertorriquefia,6876,1
Biblioteca de Cultura Colombiana,6876,1
Contador,6876,1
Legajo,6876,1
La Merced,6876,1
Nicolas del Castillo Mathieu,6876,1
Governador Alberto Bertodano a Villalonga,6876,1
Discussion Paper Series,6876,1
Eduardo Lemaitre,6876,1
Jorgé Juan,6876,1
City,6876,1
Urbanization,6876,1
The Colombian Choco,6876,1
Its Hinterland Cartagena,6876,1
In Cartagena,6876,1
San Ildefonso,6876,1
José Ruiz de Noriega,6876,1
Licenciado Juan Gutiérrez de Arce,6876,1
Duke University,6876,1
Spanish Frontier,6876,1
Manuel Espinosa de Jos Monteros,6876,1
University of Oklahoma Press,6876,1
Governor Pedro Fidalgo,6876,1
Discussion Paper Seri Sieeneectinigentyc,6876,1
Orlando Fals Borda,6876,1
Arriaga,6876,1
The Police,6876,1
Provincia de Cartagena de Indias,6876,1
Shipping,"6876,6878",2
Defoe,6876,1
Melchor de Navarrete a Eslava,6876,1
Enrique Marco Dorta,6876,1
Virrey Sebastian de Eslava a José de Campillo,6876,1
Honor,6876,1
Viceroy Sebastian Eslava,6876,1
Tailors,6876,1
Francis Drake,6876,1
Consulados,6876,1
Noble,6876,1
Home,6876,1
Reports,6876,1
José de Solis,6876,1
Anon,6876,1
Curacaoan,6876,1
Milicias,6876,1
Viceroy José Solis Folc de Cardona,6876,1
Alfonso Amadé,6876,1
Then,6876,1
Legal,6876,1
Marital,6878,1
Faro,6878,1
Sugar Plantations,6878,1
Recoptlagdo,6878,1
Die,6878,1
Academy of the Reborn,6878,1
José Jobson,6878,1
Philanthropists,6878,1
Year Rio de Janeiro Salvador Pernambuco Sao Luis,6878,1
Carreira da India,6878,1
Population of Colonial Brazil,6878,1
Morse,6878,1
Governor Manuel da Cunha Meneses,6878,1
Painters,6878,1
Rio de Janeifo Ports of Colonial Brazil,6878,1
Mercantile Class of Portugal,6878,1
José Maria de Souza Nunes,6878,1
Annotador Dr.,6878,1
United Provinces,6878,1
Varzea of Bensatte,6878,1
Provisioning,6878,1
Misericérdias,6878,1
Tagus,6878,1
Porto Seguro,6878,1
Gray,6878,1
Tobacco Growers,6878,1
Sao Francisco do Sui,6878,1
Queirés Mattoso,6878,1
René Duguay Trouin,6878,1
Itamaracd,6878,1
Editora Melhoramentos,6878,1
Annales,6878,1
Carmelites,6878,1
Italian Capuchins,6878,1
Nagasaki,6878,1
Estee,6878,1
XiXe,6878,1
Bight of Benin—certainly,6878,1
Napoleonic,6878,1
Pontos,6878,1
Antdnio Carreira,6878,1
Publicagdes de Museu do Estado,6878,1
Urban Planning,6878,1
Shop,6878,1
Manchu,6878,1
Pombaline,6878,1
Boipeba,6878,1
Sea Geographic,6878,1
On Brazilian,6878,1
Santo Anténio da Barra,6878,1
Esquecidos,6878,1
Kiernan,6878,1
Sousa Viterbo,6878,1
Maghreb,6878,1
Amazon Madeira Guaporé,6878,1
Amédée,6878,1
Ltda,6878,1
José Roberto do Amaral Lapa,6878,1
Wood Brazil,6878,1
Dom Romualdo Seixas,6878,1
Jabren,6878,1
Pérou,6878,1
Review Article,6878,1
Journal of Ur,6878,1
José Caldas,6878,1
Jegacy,6878,1
Sdo Paulo,6878,1
Pedro Gongalves,6878,1
Ihéus,6878,1
Oporto,6878,1
Frédéric Mauro,6878,1
Atlantique,6878,1
Jangadas,6878,1
Sud,6878,1
Year Hearths Souls,6878,1
Freguezias,6878,1
Javanese,6878,1
The Jesuit Fernao Cardim,6878,1
Carlos Ott,6878,1
Karasch,6878,1
Luiz Monteiro da Costa,6878,1
Seventeeth Century,6878,1
Artisans of Salvador,6878,1
Progresso,6878,1
April,6878,1
Maranhao,6878,1
Financing,6878,1
Fai,6878,1
Camamu,6878,1
Cia,6878,1
Sao Lourengo,6878,1
Arsenal da Marinha,6878,1
Boletim da Sociedade de Geografia de Lisboa,6878,1
Commission,6878,1
Mifican,6878,1
Select Survey,6878,1
Grao Parad,6878,1
Fighteenth Century Studies,6878,1
Multifunctional Roles of Ports,6878,1
Others Pulleymakers,6878,1
Itapagipe,6878,1
West Ut,6878,1
Beberibe,6878,1
Dom Joao,6878,1
Inventdrio,6878,1
Great Escarpment,6878,1
Estado do Maranho,6878,1
Commercial Sector,6878,1
Street of the Coopers,6878,1
Waystation,6878,1
Piauf,6878,1
Gabriel Soares de Sousa,6878,1
Whites Free Blacks,6878,1
Macao,6878,1
Sao Luis of Mesas de Inspe¢ao,6878,1
Orisha,6878,1
José Honorio Rodrigues,6878,1
Prolegomenon,6878,1
Vivaldo Couracy,6878,1
Lagoa dos Patos,6878,1
Cahiers,6878,1
Founding of a Brazilian Sugar Dynasty,6878,1
Cidade da Bahia,6878,1
Westin,6878,1
Tegards,6878,1
Hamburg,6878,1
Arcebispado da Bahia,6878,1
Ribeira de Itapajipe,6878,1
Luiz dos Santos Vilhena,6878,1
Belém Paraiba Santos Fortaleza Brasil,6878,1
Subdivision,6878,1
Amazonian,"6878,6902",2
Studia,6878,1
Paraty,6878,1
Political Science Quarterly,6878,1
Jabor,6878,1
Advancing,6878,1
Martinho de Mello,6878,1
Olinda,6878,1
World Affairs,6878,1
Baie,6878,1
River Guaporé,6878,1
Cape of Good Hope,"6878,6902",2
Maria Luiza Marcilio,6878,1
Spala Editora,6878,1
Juizo,6878,1
Given,6878,1
Thales de Azevedo,6878,1
The Manumission of Slaves,6878,1
Paranagud,6878,1
Collecting,6878,1
Africa Although,6878,1
Flux,6878,1
Bahia de Todos,6878,1
Luis Monteiro da Costa,6878,1
Archwo de Marinh,6878,1
Mint Provedoria,6878,1
Livraria José Olympio Editora,6878,1
Noticta do Brasil,6878,1
Aspectos,6878,1
Circumnavigation,6878,1
Tieté,6878,1
Urban Development of Colonial Spanish America,6878,1
Petersen,6878,1
Greek,6878,1
Yar,6878,1
Hakluyt Society,6878,1
Santarém,6878,1
Schwartz,6878,1
Coppersmiths,6878,1
Inventario,6878,1
Marquez de Valenga,6878,1
Portuguese India Fleets,6878,1
Swets,6878,1
Contemporary Estimates,6878,1
American Historical Review,6878,1
Ue,6878,1
Cairt,6878,1
Ordenanzas de Descubrimiento,6878,1
Married,6878,1
Formagao,6878,1
Guiné,6878,1
Carl Friedrich Philip,6878,1
Araguaia Tocantins,6878,1
Luso Brazilian Review,6878,1
Journal of Inter American Studies,6878,1
Locksmiths,6878,1
Baia da Ilha Grande,6878,1
Anais da Biblioteca Nacional,6878,1
Andrée Mansuy,6878,1
So Paulo,6878,1
Thomas Lindley,6878,1
Vodoun,6878,1
Sérgio Buarque de Holanda,6878,1
Urban Architects of Late Eighteench Century Brazil,6878,1
